s_cong_DO,s_inc_DO,w_cong_DO,w_inc_DO,s_cong_PO,s_inc_PO,w_cong_PO,w_inc_PO,s_PE_DO,s_PE_PO
-64.375,-64.625,-5.24609375,-5.296875,-66.4375,-68.875,-5.5703125,-5.80078125,0.25,2.4375
-71.9375,-72.8125,-6.83984375,-6.984375,-76.625,-76.875,-4.88671875,-5.1640625,0.875,0.25
-65.3125,-66.5,-9.203125,-9.6328125,-72.25,-72.375,-4.05859375,-4.390625,1.1875,0.125
-54.125,-55.0,-3.390625,-3.919921875,-54.875,-59.28125,-4.08203125,-4.04296875,0.875,4.40625
-63.1875,-64.4375,-4.76171875,-5.12109375,-68.5625,-69.0625,-4.09765625,-4.5078125,1.25,0.5
-61.34375,-62.375,-5.9765625,-6.1875,-61.34375,-63.46875,-4.9921875,-5.125,1.03125,2.125
-66.1875,-68.0625,-6.01953125,-6.26953125,-70.6875,-72.1875,-5.67578125,-5.6875,1.875,1.5
-77.125,-78.875,-9.5859375,-9.53125,-81.0,-82.125,-5.421875,-5.51171875,1.75,1.125
-68.8125,-70.25,-4.609375,-4.93359375,-73.1875,-75.1875,-5.453125,-5.64453125,1.4375,2.0
-61.9375,-64.1875,-5.88671875,-5.9296875,-62.71875,-63.25,-4.1875,-4.5859375,2.25,0.53125
-66.625,-68.125,-8.21875,-8.1640625,-68.625,-69.9375,-5.87890625,-6.0859375,1.5,1.3125
-57.9375,-61.46875,-4.33984375,-4.13671875,-59.96875,-60.1875,-5.4609375,-5.453125,3.53125,0.21875
-63.0625,-62.71875,-7.81640625,-7.57421875,-62.0,-63.5625,-5.85546875,-5.7578125,-0.34375,1.5625
-68.9375,-69.375,-6.7265625,-6.63671875,-69.25,-70.8125,-9.4921875,-8.9609375,0.4375,1.5625
-62.5625,-65.4375,-9.3984375,-9.2734375,-71.8125,-73.125,-6.30078125,-6.296875,2.875,1.3125
-71.25,-72.8125,-6.23046875,-6.32421875,-75.0625,-75.125,-5.6640625,-5.87109375,1.5625,0.0625
-74.8125,-76.1875,-7.40234375,-7.3359375,-76.625,-77.625,-5.16015625,-5.46875,1.375,1.0
-66.75,-67.6875,-5.31640625,-5.359375,-70.8125,-72.375,-5.984375,-6.1015625,0.9375,1.5625
-62.78125,-66.5625,-6.296875,-6.6953125,-67.8125,-67.5625,-6.99609375,-6.65234375,3.78125,-0.25
-64.625,-65.5625,-8.5859375,-8.7890625,-65.75,-66.5,-4.23046875,-4.32421875,0.9375,0.75
-66.625,-69.4375,-7.18359375,-7.26953125,-68.625,-69.0,-5.98046875,-6.05859375,2.8125,0.375
-70.625,-72.375,-8.4453125,-8.546875,-74.375,-75.4375,-4.546875,-4.84765625,1.75,1.0625
-61.6875,-60.8125,-5.26171875,-5.30859375,-65.5625,-68.5,-5.546875,-5.83203125,-0.875,2.9375
-61.21875,-65.0625,-7.96484375,-8.125,-68.6875,-67.125,-3.671875,-3.619140625,3.84375,-1.5625
-72.6875,-73.5625,-6.4765625,-6.60546875,-77.125,-77.625,-5.171875,-5.1796875,0.875,0.5
-66.3125,-67.625,-6.2890625,-6.1875,-67.6875,-70.1875,-4.74609375,-5.1171875,1.3125,2.5
-61.3125,-65.9375,-7.07421875,-7.44140625,-66.8125,-65.8125,-4.6640625,-4.92578125,4.625,-1.0
-57.21875,-59.53125,-5.58984375,-6.07421875,-62.0625,-62.65625,-4.515625,-4.81640625,2.3125,0.59375
-69.8125,-69.75,-8.328125,-8.21875,-73.5,-74.8125,-4.68359375,-4.71484375,-0.0625,1.3125
-71.3125,-71.8125,-9.5078125,-9.578125,-74.8125,-76.0,-5.18359375,-5.2890625,0.5,1.1875
-66.375,-67.9375,-5.27734375,-5.5390625,-71.875,-72.8125,-4.9375,-5.32421875,1.5625,0.9375
-62.8125,-63.625,-5.6171875,-6.1796875,-63.4375,-64.3125,-2.802734375,-3.046875,0.8125,0.875
-63.96875,-66.9375,-9.0625,-9.2890625,-66.1875,-68.25,-5.9921875,-5.87890625,2.96875,2.0625
-68.625,-71.1875,-5.66796875,-5.640625,-70.6875,-71.875,-5.0703125,-5.453125,2.5625,1.1875
-50.875,-53.0625,-5.66796875,-5.7265625,-58.34375,-59.6875,-5.49609375,-5.73046875,2.1875,1.34375
-64.375,-66.125,-9.9296875,-9.765625,-67.5,-68.8125,-3.9453125,-4.265625,1.75,1.3125
-60.21875,-61.65625,-5.1328125,-5.25,-63.375,-64.0625,-5.76953125,-6.1796875,1.4375,0.6875
-60.0625,-61.6875,-6.87109375,-6.9140625,-66.125,-67.25,-6.77734375,-6.875,1.625,1.125
-63.25,-65.5625,-4.6015625,-4.5703125,-65.875,-65.75,-5.80078125,-6.01171875,2.3125,-0.125
-68.5,-69.6875,-9.1328125,-9.0078125,-69.625,-70.875,-3.78515625,-3.919921875,1.1875,1.25
-65.3125,-67.8125,-7.4609375,-7.49609375,-69.625,-69.8125,-4.5703125,-4.5546875,2.5,0.1875
-73.75,-74.375,-5.92578125,-5.9609375,-78.5,-80.625,-4.1015625,-4.171875,0.625,2.125
-71.9375,-71.9375,-5.55859375,-5.8359375,-71.3125,-74.1875,-3.623046875,-3.689453125,0.0,2.875
-63.78125,-64.5625,-5.2890625,-5.5078125,-66.0,-68.4375,-3.84765625,-4.25,0.78125,2.4375
-66.9375,-66.5,-6.734375,-7.18359375,-69.625,-71.625,-4.89453125,-5.14453125,-0.4375,2.0
-68.5625,-70.4375,-5.9921875,-5.8125,-70.5625,-71.0625,-6.6875,-6.8828125,1.875,0.5
-69.25,-69.5625,-9.5,-9.3359375,-70.1875,-70.8125,-4.984375,-4.84765625,0.3125,0.625
-66.9375,-69.4375,-6.83203125,-7.03125,-69.0,-69.8125,-5.40234375,-5.703125,2.5,0.8125
-67.9375,-67.0625,-5.265625,-5.38671875,-69.4375,-72.0625,-3.751953125,-3.900390625,-0.875,2.625
-62.78125,-66.4375,-5.72265625,-6.125,-70.4375,-69.0625,-3.5859375,-3.802734375,3.65625,-1.375
-73.8125,-76.375,-5.70703125,-6.73046875,-80.5625,-82.375,-5.03125,-5.65625,2.5625,1.8125
-59.9375,-62.28125,-6.2421875,-6.78125,-60.96875,-63.03125,-5.296875,-5.26171875,2.34375,2.0625
-71.8125,-75.5,-6.16796875,-6.546875,-77.75,-77.75,-5.7578125,-6.00390625,3.6875,0.0
-60.78125,-63.1875,-4.91015625,-4.99609375,-62.46875,-61.25,-5.140625,-5.3125,2.40625,-1.21875
-64.4375,-63.96875,-6.77734375,-6.8671875,-65.0,-66.9375,-6.375,-6.4609375,-0.46875,1.9375
-72.0625,-72.5,-6.48046875,-6.5546875,-73.5,-75.375,-5.21484375,-5.40625,0.4375,1.875
-67.1875,-67.625,-11.4609375,-11.53125,-71.0,-71.5,-5.1484375,-5.1171875,0.4375,0.5
-62.34375,-65.1875,-9.7109375,-9.7265625,-65.4375,-66.25,-4.68359375,-4.98046875,2.84375,0.8125
-63.09375,-64.0625,-6.70703125,-6.86328125,-67.75,-68.4375,-5.625,-5.69921875,0.96875,0.6875
-62.875,-66.6875,-8.171875,-9.453125,-67.4375,-65.875,-4.734375,-4.9765625,3.8125,-1.5625
-74.875,-76.125,-6.3125,-6.578125,-77.5625,-75.5,-4.94921875,-5.05078125,1.25,-2.0625
-56.5,-59.96875,-4.63671875,-4.609375,-59.3125,-63.375,-5.765625,-5.96484375,3.46875,4.0625
-71.125,-71.5625,-5.91796875,-5.69140625,-74.8125,-76.625,-3.064453125,-3.80078125,0.4375,1.8125
-59.125,-63.3125,-8.203125,-8.2890625,-61.6875,-65.125,-5.10546875,-5.3203125,4.1875,3.4375
-62.0,-63.25,-7.0703125,-7.67578125,-68.375,-69.375,-6.2890625,-6.35546875,1.25,1.0
-64.875,-66.5,-7.19921875,-7.16796875,-69.75,-70.75,-5.41796875,-5.6171875,1.625,1.0
-62.96875,-65.0625,-5.203125,-5.35546875,-67.6875,-67.875,-5.91796875,-6.046875,2.09375,0.1875
-65.4375,-67.375,-10.40625,-10.7421875,-69.25,-69.75,-3.97265625,-4.390625,1.9375,0.5
-62.21875,-66.25,-4.80078125,-5.20703125,-67.0,-68.0,-5.0703125,-5.51171875,4.03125,1.0
-61.59375,-63.28125,-6.1484375,-6.1015625,-66.375,-67.0625,-6.37890625,-6.33203125,1.6875,0.6875
-64.5625,-65.75,-9.9375,-10.0234375,-68.8125,-69.0,-5.0859375,-5.0625,1.1875,0.1875
-65.3125,-68.1875,-8.734375,-8.90625,-68.5625,-68.1875,-5.40234375,-5.5625,2.875,-0.375
-60.6875,-62.15625,-5.94921875,-6.40234375,-62.875,-63.46875,-5.9140625,-6.26953125,1.46875,0.59375
-65.875,-65.8125,-8.578125,-8.6171875,-67.5,-69.125,-5.30859375,-5.4140625,-0.0625,1.625
-62.75,-64.1875,-7.3203125,-7.3046875,-67.1875,-68.0625,-5.2421875,-5.34765625,1.4375,0.875
-56.21875,-59.21875,-6.53125,-6.32421875,-64.5625,-64.3125,-5.546875,-5.72265625,3.0,-0.25
-57.46875,-61.65625,-6.6640625,-6.80859375,-64.125,-64.25,-5.64453125,-5.81640625,4.1875,0.125
-58.59375,-61.375,-5.8828125,-6.0,-64.375,-66.5625,-3.427734375,-3.892578125,2.78125,2.1875
-60.3125,-62.90625,-10.3125,-10.640625,-63.25,-64.5625,-4.27734375,-4.578125,2.59375,1.3125
-70.4375,-72.5625,-10.546875,-10.796875,-74.5625,-73.6875,-5.48828125,-5.8046875,2.125,-0.875
-61.90625,-65.125,-8.2578125,-8.359375,-65.75,-67.6875,-4.0546875,-4.36328125,3.21875,1.9375
-69.75,-71.3125,-4.87109375,-5.0703125,-71.1875,-71.5,-4.59765625,-4.4609375,1.5625,0.3125
-75.375,-75.1875,-5.69140625,-6.0625,-75.1875,-77.6875,-6.1328125,-6.3359375,-0.1875,2.5
-69.0,-69.125,-5.26171875,-5.296875,-70.375,-71.3125,-6.12109375,-6.390625,0.125,0.9375
-60.125,-63.75,-4.953125,-4.99609375,-63.0,-62.8125,-6.05078125,-6.42578125,3.625,-0.1875
-60.8125,-61.5625,-8.1015625,-8.8984375,-63.96875,-65.1875,-4.2734375,-4.3359375,0.75,1.21875
-66.4375,-70.75,-8.390625,-8.796875,-71.25,-69.75,-4.5859375,-4.8125,4.3125,-1.5
-62.9375,-66.1875,-4.921875,-5.05078125,-68.9375,-69.3125,-5.19140625,-5.75,3.25,0.375
-63.125,-64.9375,-5.4296875,-5.8515625,-70.0625,-70.0625,-5.25,-5.625,1.8125,0.0
-75.875,-77.3125,-8.3515625,-8.5078125,-80.3125,-80.8125,-2.931640625,-3.130859375,1.4375,0.5
-73.5,-75.375,-7.0078125,-7.0,-76.0,-77.5,-5.046875,-5.27734375,1.875,1.5
-66.1875,-65.0,-5.17578125,-5.21484375,-68.625,-71.75,-3.2109375,-3.49609375,-1.1875,3.125
-70.6875,-72.5,-8.5703125,-8.46875,-73.1875,-73.0625,-4.7578125,-4.79296875,1.8125,-0.125
-53.5,-56.0625,-6.41015625,-6.8046875,-60.46875,-60.5625,-3.865234375,-4.203125,2.5625,0.09375
-64.6875,-66.75,-4.69140625,-4.92578125,-68.8125,-69.8125,-3.2421875,-3.666015625,2.0625,1.0
-63.0625,-63.5625,-8.1875,-8.515625,-66.625,-68.4375,-5.12109375,-5.359375,0.5,1.8125
-63.9375,-66.0,-5.49609375,-5.484375,-67.875,-68.6875,-6.41015625,-6.5703125,2.0625,0.8125
-60.1875,-59.9375,-3.65234375,-4.0703125,-64.375,-66.625,-6.0546875,-6.01953125,-0.25,2.25
-68.25,-68.625,-12.0390625,-12.125,-72.625,-72.875,-6.140625,-6.15234375,0.375,0.25
-58.875,-60.34375,-5.16796875,-5.1875,-63.0,-64.875,-4.9453125,-5.3046875,1.46875,1.875
-55.9375,-60.0,-4.890625,-5.01953125,-57.40625,-57.375,-4.66015625,-4.98046875,4.0625,-0.03125
-61.59375,-63.125,-8.6015625,-8.7265625,-63.40625,-64.125,-3.943359375,-4.1875,1.53125,0.71875
-60.0625,-62.625,-4.640625,-4.734375,-63.0625,-63.625,-4.46875,-4.6953125,2.5625,0.5625
-64.5,-67.25,-5.9609375,-6.32421875,-66.8125,-67.25,-7.37890625,-7.54296875,2.75,0.4375
-69.875,-70.875,-7.890625,-8.046875,-75.375,-75.4375,-6.2265625,-5.99609375,1.0,0.0625
-61.375,-62.40625,-8.7265625,-8.9765625,-64.9375,-66.0625,-5.0390625,-5.2265625,1.03125,1.125
-65.125,-67.4375,-6.12890625,-6.3203125,-66.9375,-68.375,-3.482421875,-3.681640625,2.3125,1.4375
-65.4375,-66.8125,-6.88671875,-6.828125,-70.4375,-72.0,-5.69140625,-5.67578125,1.375,1.5625
-64.125,-66.5625,-7.31640625,-7.8046875,-67.375,-68.75,-5.48828125,-5.8203125,2.4375,1.375
-63.125,-62.40625,-5.8359375,-5.78125,-64.75,-67.25,-5.4609375,-5.58203125,-0.71875,2.5
-63.0625,-65.5,-7.40234375,-7.7421875,-70.1875,-69.375,-5.2421875,-5.03515625,2.4375,-0.8125
-56.21875,-58.71875,-6.5,-6.66796875,-60.75,-61.0625,-4.70703125,-4.94921875,2.5,0.3125
-76.3125,-77.4375,-8.4921875,-8.453125,-80.25,-81.375,-5.8984375,-6.13671875,1.125,1.125
-70.5625,-73.0625,-6.390625,-6.59375,-76.9375,-78.1875,-4.36328125,-4.40234375,2.5,1.25
-68.4375,-70.1875,-7.30078125,-7.53515625,-71.75,-72.0625,-4.16796875,-4.328125,1.75,0.3125
-55.90625,-59.25,-9.6796875,-10.0390625,-60.21875,-61.21875,-3.904296875,-4.8125,3.34375,1.0
-68.0,-67.5,-6.23828125,-6.58203125,-69.375,-72.125,-5.7421875,-5.796875,-0.5,2.75
-74.75,-76.6875,-6.64453125,-7.01171875,-77.125,-78.6875,-6.06640625,-5.6328125,1.9375,1.5625
-56.46875,-62.40625,-6.78125,-7.28125,-63.0625,-60.8125,-4.16796875,-4.73828125,5.9375,-2.25
-62.0,-64.9375,-8.625,-8.8203125,-66.0625,-67.125,-4.36328125,-4.7265625,2.9375,1.0625
-64.6875,-67.375,-4.9453125,-5.2421875,-71.25,-71.1875,-5.71484375,-5.79296875,2.6875,-0.0625
-69.5625,-70.75,-5.23046875,-5.25,-72.125,-72.6875,-5.52734375,-5.6484375,1.1875,0.5625
-65.1875,-66.125,-7.4375,-7.5859375,-69.25,-71.0,-5.0390625,-5.4609375,0.9375,1.75
-47.625,-51.625,-4.015625,-4.4375,-52.78125,-52.625,-4.10546875,-4.109375,4.0,-0.15625
-70.125,-72.25,-11.7734375,-12.140625,-72.5625,-72.1875,-3.517578125,-3.744140625,2.125,-0.375
-65.625,-68.4375,-10.4765625,-10.75,-67.5,-71.625,-5.4765625,-5.85546875,2.8125,4.125
-65.4375,-66.0625,-8.4296875,-8.7578125,-67.875,-70.125,-5.24609375,-5.6484375,0.625,2.25
-63.34375,-64.9375,-6.3515625,-6.54296875,-66.8125,-69.4375,-5.30859375,-5.4140625,1.59375,2.625
-73.6875,-75.875,-8.6015625,-8.6328125,-76.1875,-76.9375,-3.833984375,-3.7578125,2.1875,0.75
-63.09375,-64.3125,-7.18359375,-7.296875,-65.0,-66.75,-6.67578125,-6.81640625,1.21875,1.75
-52.65625,-57.65625,-5.5,-6.8515625,-62.34375,-61.5625,-6.0546875,-6.421875,5.0,-0.78125
-62.4375,-64.6875,-4.86328125,-5.04296875,-67.5,-68.3125,-5.796875,-5.84765625,2.25,0.8125
-64.3125,-66.8125,-5.2578125,-5.578125,-64.8125,-65.25,-4.18359375,-4.515625,2.5,0.4375
-73.4375,-75.0625,-4.94921875,-4.9921875,-74.75,-76.5625,-5.90625,-5.99609375,1.625,1.8125
-67.6875,-67.1875,-4.98828125,-5.01171875,-67.875,-71.125,-4.28125,-4.43359375,-0.5,3.25
-72.6875,-76.125,-8.21875,-9.109375,-78.6875,-75.875,-5.14453125,-5.2421875,3.4375,-2.8125
-64.5625,-67.0,-9.4453125,-10.2734375,-67.9375,-68.3125,-4.19921875,-4.46484375,2.4375,0.375
-61.03125,-61.5,-6.78125,-6.65234375,-65.1875,-66.125,-5.515625,-5.54296875,0.46875,0.9375
-67.1875,-69.5,-4.6015625,-4.7578125,-73.5625,-72.625,-5.2734375,-5.37109375,2.3125,-0.9375
-73.9375,-74.8125,-7.65625,-7.69921875,-77.875,-78.6875,-5.6640625,-5.66796875,0.875,0.8125
-61.3125,-64.5,-7.0859375,-7.6484375,-65.375,-65.75,-5.66015625,-5.9140625,3.1875,0.375
-64.5,-64.8125,-6.14453125,-6.3125,-68.125,-69.0,-5.6484375,-5.875,0.3125,0.875
-62.875,-63.53125,-9.0703125,-9.25,-65.875,-66.6875,-3.068359375,-3.51953125,0.65625,0.8125
-68.25,-70.875,-4.80859375,-5.0703125,-73.125,-72.5625,-5.125,-5.12890625,2.625,-0.5625
-64.1875,-65.25,-6.9140625,-6.8515625,-67.75,-68.8125,-5.37109375,-5.51171875,1.0625,1.0625
-64.625,-70.75,-6.5078125,-6.9453125,-68.25,-69.0625,-8.3984375,-8.1171875,6.125,0.8125
-65.375,-67.8125,-6.796875,-7.21875,-66.5625,-66.5,-6.4453125,-6.375,2.4375,-0.0625
-60.0625,-58.34375,-5.79296875,-5.921875,-64.8125,-68.0,-5.875,-5.765625,-1.71875,3.1875
-60.34375,-63.5,-6.8203125,-7.1640625,-64.875,-66.375,-7.80859375,-7.97265625,3.15625,1.5
-64.125,-65.8125,-6.62890625,-6.71484375,-70.25,-70.6875,-5.5625,-5.52734375,1.6875,0.4375
-63.40625,-63.21875,-6.1796875,-4.99609375,-65.5625,-67.625,-5.57421875,-5.7578125,-0.1875,2.0625
-70.9375,-71.875,-6.17578125,-6.3984375,-75.875,-77.3125,-4.2421875,-4.21875,0.9375,1.4375
-68.625,-68.4375,-7.62890625,-7.69140625,-66.4375,-68.8125,-5.66015625,-5.953125,-0.1875,2.375
-63.875,-66.5,-4.5390625,-4.51953125,-66.625,-68.1875,-6.421875,-6.4609375,2.625,1.5625
-65.5625,-64.125,-6.33203125,-6.65625,-67.0625,-70.625,-4.5078125,-4.796875,-1.4375,3.5625
-62.1875,-62.875,-6.6328125,-6.95703125,-65.9375,-68.25,-5.9453125,-5.9765625,0.6875,2.3125
-66.0,-65.5,-6.01953125,-6.16796875,-69.25,-71.25,-4.94140625,-5.22265625,-0.5,2.0
-73.375,-73.625,-5.8203125,-5.8203125,-72.0,-73.5,-6.33203125,-6.1796875,0.25,1.5
-70.625,-71.5,-9.578125,-9.4765625,-74.0625,-75.5625,-4.55859375,-4.65234375,0.875,1.5
-67.6875,-71.0,-6.30078125,-6.72265625,-71.875,-73.5,-4.02734375,-4.36328125,3.3125,1.625
-63.125,-68.6875,-2.931640625,-4.07421875,-66.1875,-66.3125,-5.34375,-5.1953125,5.5625,0.125
-78.8125,-79.6875,-7.01171875,-7.171875,-79.25,-78.8125,-7.75,-7.65234375,0.875,-0.4375
-65.6875,-65.6875,-5.890625,-5.9609375,-70.375,-72.625,-5.015625,-5.01171875,0.0,2.25
-61.84375,-62.40625,-6.890625,-7.0,-59.125,-62.28125,-5.03125,-5.18359375,0.5625,3.15625
-67.1875,-67.3125,-5.7109375,-5.59765625,-67.9375,-69.75,-5.80078125,-5.94921875,0.125,1.8125
-70.5625,-71.5,-11.4375,-11.3359375,-73.9375,-75.0,-5.0703125,-5.06640625,0.9375,1.0625
-55.5,-58.25,-5.8046875,-6.2265625,-59.03125,-59.71875,-3.9609375,-4.38671875,2.75,0.6875
-65.4375,-68.1875,-6.60546875,-6.69921875,-71.3125,-70.25,-5.29296875,-5.359375,2.75,-1.0625
-57.53125,-60.34375,-5.62109375,-6.0390625,-64.75,-66.3125,-3.841796875,-4.3984375,2.8125,1.5625
-69.875,-70.75,-9.6484375,-9.8515625,-73.5,-74.875,-6.0078125,-6.24609375,0.875,1.375
-66.5625,-68.0625,-7.71875,-7.9140625,-67.125,-67.4375,-4.25,-4.57421875,1.5,0.3125
-67.875,-70.1875,-5.734375,-6.109375,-73.625,-73.75,-4.3203125,-4.625,2.3125,0.125
-65.4375,-66.0,-6.078125,-6.28515625,-68.625,-70.0625,-3.197265625,-3.416015625,0.5625,1.4375
-65.125,-65.625,-5.7578125,-5.765625,-69.8125,-71.4375,-4.68359375,-4.8046875,0.5,1.625
-66.875,-68.9375,-6.1875,-6.41015625,-70.9375,-71.0,-4.95703125,-5.1640625,2.0625,0.0625
-69.8125,-70.8125,-5.3984375,-5.5,-69.375,-71.625,-5.890625,-5.89453125,1.0,2.25
-69.6875,-69.25,-6.99609375,-7.1015625,-72.375,-74.5,-5.74609375,-5.78125,-0.4375,2.125
-62.53125,-64.25,-8.140625,-8.046875,-64.9375,-65.5,-5.18359375,-5.4140625,1.71875,0.5625
-70.125,-71.875,-5.453125,-5.3984375,-75.3125,-76.0625,-2.419921875,-2.73046875,1.75,0.75
-65.5,-67.3125,-6.765625,-6.81640625,-68.625,-68.8125,-5.62109375,-5.55078125,1.8125,0.1875
-69.8125,-71.625,-6.3671875,-6.546875,-74.0,-73.3125,-3.775390625,-3.828125,1.8125,-0.6875
-61.34375,-63.09375,-4.78515625,-5.08984375,-64.4375,-65.5,-6.12890625,-5.82421875,1.75,1.0625
-58.84375,-61.71875,-5.57421875,-5.71484375,-65.5625,-64.6875,-4.0859375,-4.14453125,2.875,-0.875
-65.75,-66.125,-4.984375,-4.96484375,-66.75,-68.0625,-5.6328125,-5.7265625,0.375,1.3125
-66.4375,-69.625,-8.796875,-8.53125,-72.5,-70.1875,-4.48046875,-4.5234375,3.1875,-2.3125
-65.6875,-64.75,-6.84375,-6.7421875,-64.25,-66.4375,-5.40234375,-5.5625,-0.9375,2.1875
-71.125,-72.5,-6.41015625,-6.42578125,-72.75,-73.5,-4.86328125,-5.06640625,1.375,0.75
-67.4375,-70.5,-4.48046875,-4.56640625,-73.0625,-71.5625,-5.109375,-5.30078125,3.0625,-1.5
-62.125,-66.5625,-5.65234375,-5.74609375,-69.0625,-67.6875,-4.0703125,-4.34375,4.4375,-1.375
-72.125,-71.25,-8.546875,-8.8203125,-71.1875,-74.5625,-4.26171875,-4.46875,-0.875,3.375
-56.125,-59.15625,-4.9140625,-5.296875,-58.4375,-60.875,-3.12890625,-3.57421875,3.03125,2.4375
-68.8125,-67.375,-7.55078125,-7.38671875,-69.8125,-72.5625,-5.98046875,-6.2109375,-1.4375,2.75
-66.3125,-68.0,-7.6875,-7.97265625,-69.5625,-71.0,-3.81640625,-4.140625,1.6875,1.4375
-57.21875,-62.21875,-10.5703125,-10.7890625,-60.34375,-63.21875,-5.734375,-5.94921875,5.0,2.875
-70.5,-70.4375,-10.8046875,-10.8984375,-73.6875,-75.0,-2.826171875,-3.138671875,-0.0625,1.3125
-67.625,-69.375,-5.8046875,-5.8515625,-68.1875,-68.0625,-4.9765625,-5.1015625,1.75,-0.125
-67.0,-68.625,-8.71875,-8.1875,-68.6875,-69.0625,-3.90625,-3.63671875,1.625,0.375
-65.0625,-65.75,-10.1953125,-10.375,-65.25,-65.6875,-4.76171875,-4.87109375,0.6875,0.4375
-60.78125,-60.59375,-5.08203125,-5.28125,-60.9375,-63.28125,-4.328125,-4.69140625,-0.1875,2.34375
-69.8125,-71.125,-7.36328125,-7.4296875,-73.0625,-73.4375,-4.01171875,-4.234375,1.3125,0.375
-70.75,-72.875,-6.30859375,-6.2421875,-74.5,-73.9375,-3.7265625,-3.958984375,2.125,-0.5625
-65.125,-68.5625,-6.48828125,-7.01171875,-70.1875,-70.8125,-5.73828125,-5.83984375,3.4375,0.625
-63.96875,-66.0,-5.8125,-5.76171875,-69.875,-69.9375,-4.8046875,-5.2421875,2.03125,0.0625
-68.8125,-71.6875,-4.0625,-4.17578125,-74.6875,-74.3125,-5.03515625,-5.11328125,2.875,-0.375
-83.75,-86.0,-7.54296875,-8.0703125,-88.3125,-87.25,-5.0078125,-4.98828125,2.25,-1.0625
-77.375,-79.875,-7.6171875,-7.57421875,-80.3125,-79.625,-5.95703125,-6.05078125,2.5,-0.6875
-68.5,-67.9375,-3.486328125,-3.50390625,-69.875,-71.8125,-4.3046875,-4.59765625,-0.5625,1.9375
-63.15625,-65.625,-4.546875,-5.0859375,-65.75,-66.125,-5.4375,-5.6484375,2.46875,0.375
-70.0,-70.875,-6.34375,-6.25390625,-72.3125,-73.0,-4.5,-4.671875,0.875,0.6875
-58.34375,-60.0625,-5.1171875,-5.64453125,-62.15625,-63.15625,-4.9609375,-5.515625,1.71875,1.0
-70.6875,-72.375,-8.3515625,-8.5390625,-76.125,-76.5625,-5.0625,-5.26171875,1.6875,0.4375
-74.4375,-74.9375,-7.30078125,-7.78515625,-79.125,-81.0,-4.11328125,-4.07421875,0.5,1.875
-64.5625,-66.3125,-8.8984375,-9.015625,-68.5625,-69.375,-5.14453125,-5.13671875,1.75,0.8125
-64.4375,-65.3125,-10.515625,-10.8671875,-65.9375,-70.4375,-6.1875,-6.38671875,0.875,4.5
-68.5,-69.125,-6.23046875,-6.6640625,-71.4375,-74.375,-5.78515625,-5.71484375,0.625,2.9375
-60.21875,-61.9375,-7.13671875,-7.2265625,-61.40625,-61.875,-7.4921875,-7.578125,1.71875,0.46875
-64.8125,-66.375,-4.70703125,-4.66015625,-68.25,-68.3125,-6.08203125,-6.31640625,1.5625,0.0625
-61.78125,-64.125,-8.8046875,-9.1796875,-65.625,-65.8125,-4.859375,-5.12890625,2.34375,0.1875
-63.15625,-68.3125,-5.9921875,-6.73828125,-68.125,-69.1875,-5.109375,-4.83203125,5.15625,1.0625
-61.375,-62.25,-4.10546875,-4.046875,-65.25,-67.1875,-5.0234375,-4.9453125,0.875,1.9375
-70.3125,-72.0,-5.6640625,-5.72265625,-72.625,-72.75,-3.609375,-3.8203125,1.6875,0.125
-69.375,-68.0625,-9.828125,-9.5234375,-72.25,-75.625,-5.6015625,-5.65625,-1.3125,3.375
-63.21875,-63.5625,-9.234375,-9.703125,-65.0,-67.625,-2.44921875,-2.90234375,0.34375,2.625
-61.125,-64.5625,-7.80859375,-7.91796875,-69.4375,-66.8125,-7.5390625,-7.5390625,3.4375,-2.625
-67.3125,-67.5,-6.6171875,-6.8671875,-69.25,-70.75,-4.16796875,-4.328125,0.1875,1.5
-59.03125,-64.3125,-5.83984375,-6.18359375,-60.75,-62.375,-5.3828125,-5.71484375,5.28125,1.625
-58.21875,-60.9375,-4.73046875,-5.0,-62.71875,-62.59375,-4.89453125,-5.2734375,2.71875,-0.125
-66.0625,-65.875,-9.9375,-9.453125,-68.9375,-72.25,-4.69921875,-5.01953125,-0.1875,3.3125
-72.3125,-73.6875,-6.265625,-6.52734375,-78.375,-79.4375,-4.25390625,-4.53125,1.375,1.0625
-61.9375,-65.5,-11.0546875,-11.328125,-65.9375,-68.875,-5.91796875,-6.0078125,3.5625,2.9375
-57.25,-58.9375,-5.69921875,-6.01953125,-63.875,-64.375,-5.34765625,-5.63671875,1.6875,0.5
-65.0625,-65.9375,-8.3125,-8.640625,-68.4375,-69.0,-3.494140625,-3.9296875,0.875,0.5625
-56.0625,-61.28125,-10.5546875,-11.3046875,-61.40625,-61.25,-5.37109375,-5.69140625,5.21875,-0.15625
-69.4375,-73.625,-4.6953125,-4.88671875,-73.9375,-73.0,-5.3984375,-5.3828125,4.1875,-0.9375
-68.0625,-71.6875,-7.1328125,-7.69921875,-72.5625,-72.125,-3.607421875,-3.794921875,3.625,-0.4375
-54.46875,-55.875,-5.28125,-5.43359375,-58.40625,-59.0,-4.13671875,-4.72265625,1.40625,0.59375
-57.5,-59.3125,-5.4375,-5.80859375,-60.53125,-62.78125,-5.20703125,-5.33203125,1.8125,2.25
-63.375,-64.375,-10.859375,-11.0859375,-67.6875,-69.25,-5.07421875,-5.171875,1.0,1.5625
